Not Fleshed Out,Name,Type,Subtype,Cost,Desc,Power,Toughness,,"""Does""","""Cares About""",CMC,Flavor Text,,Is Card,Is White,Is Blue,Is Black,Is Red,Is Green,Is Colorless,Is Gold,Is Enchantment,Is Creature,Is Artifact,Is Instant/Sorcery,Is Land
FALSE,Impression of Greed,Legendary Enchantment Creature,Nightmare,{3}{b}{b},"Menace, Deathtouch, First Strike 
Whenever a creature you control leaves the battlefield, if it was dealt damage by an opponent this turn, that player makes a Treasure. 
At the beginning of each opponent's upkeep, if Impression of Greed's power is at least 7, they draw a card. 
Impression of Greed gets +1/+0 for each creature in all graveyards.",3,4,,,"Devotion, LTB",5,"I am bad. I am. If I wasn't bad, how could I feeling so bad?",,1,0,0,1,0,0,0,0,1,1,0,0,0
FALSE,Plant Slowly,Sorcery,,{2}{g},"As an additional cost to casting this spell, name a color. If you do not control a land that produces that color of mana, this spell costs {1} less to cast. 
Search your library for a land that can produce mana of the chosen color and put it onto the battlefield tapped.  ",,,,"Ramp, Searching",,3,,,1,0,0,0,0,1,0,0,0,0,0,1,0
FALSE,Overgenerous Symbiote,Creature,Plant Horse Goblin,{3}{u/g}{u/g},"Reach, Vigilance
{2}: put a +1/+1 counter on Overgenerous Symbiote and draw a card. Any player may activate this ability and it costs {1} more to cast for each time it has been activated this turn.",3,4,,"Card Acceleration, Counters",,5,,,1,0,1,0,0,1,0,1,0,1,0,0,0
FALSE,Stutt,Creature,Elephant,{2}{w}{g},"Duck - deal the next 2 damage that would be dealt to this creature to the creature it's ducking behind. 
Trample, Haste",5,3,,Duck,,4,"He can't always get out of the way, but he'll sure as heck try.",,1,1,0,0,0,1,0,1,0,1,0,0,0
FALSE,Shroom Gator Randy,Creature,Dwarf Reptile,{u/g}{r/g},"Duck - prevent the next 1 damage that would be dealt to Shroom Gator Randy.
{t}: add {u} or {g}.",2,1,,"Duck, Ramp, tap",,2,"Yeah, sure he's a mystical alligator who grows mushrooms with magic. He definitely doesn't just have a mushroom farm in his backyard.",,1,0,1,0,1,1,0,1,0,1,0,0,0
FALSE,Ninth Life,Enchantment Creature,Cat Spirit,{w/b},"Bestow {w/b}{w/b}
If Ninth Life enters the battlefield attached to a creature, target player mills 2 cards. 
Enchanted creature gets +1/+1.",1,1,,"Bestow, Mill, ETB",,1,,,1,1,0,1,0,0,0,1,1,1,0,0,0
FALSE,Crocodile Tears,Instant,,{r/g},"Choose a color or colorless. Target creature you control gains protection from the chosen color. Whenever it would be dealt damage by a source of that color this turn, make a Blood token.
Cycling {r/g}",,,,"Card acceleration, tokens, protection, cycling ",,1,,,1,0,0,0,1,1,0,1,0,0,0,1,0
FALSE,Reoccuring Bullying,Instant,,{2},"Target creature gains indestructible until end of turn. Untap it. If it has duck, make a colorless artifact token named ""Dung"" with, ""{t}, sacrifice this artifact. Target creature can't attack this turn.""",,,,Protection,Duck,2,,,1,0,0,0,0,0,1,0,0,0,0,1,0
FALSE,Turn Brave,Instant,,{2},"Target creature gets +2/+2 and haste until end of turn. If it has duck, untap it and put a trample counter on it.",,,,"Pump, Counters",Duck,2,,,1,0,0,0,0,0,1,0,0,0,0,1,0
FALSE,Dweeb Detector,Artifact,,{3},"{5}, {t}: destroy target tapped creature. This ability costs {2} less to activate if it targets a creature with duck.",,,,"Removal, tap",Duck,3,,,1,0,0,0,0,0,1,0,0,0,1,0,0
FALSE,Red-Hot Hooves,Artifact Creature,Horse Vehicle,{3}{u/r},"Whenever Red-Hot Hooves attacks, untap any number of target creatures that crewed it this turn. They get +2/+0 and gain haste until end of turn.
Crew 2",4,4,,"Crew, attacking, pump",,4,,,1,0,1,0,1,0,0,1,0,1,1,0,0
FALSE,Self-Ostracize,Instant,,{w/b},"As an additional cost to casting this spell, pay {1} or tap 2 nonland permanents you control.
Choose target nonland permanent. At the beginning of the next end step, exile it.",,,,"Removal, tap",,1,"""It's better off this way.""",,1,1,0,1,0,0,0,1,0,0,0,1,0
FALSE,Final Day,Sorcery,,{w/b},"Choose artifacts, enchantments, or creatures, then exile all nonland permanents of the chosen type. All players reveal their hands to each other.",,,,"Mass removal, Hand Reveal",,0,,,1,1,0,1,0,0,0,1,0,0,0,1,0
FALSE,Honest Divination,Instant,,{u},"Reveal any number of unrevealed cards from your hand. Scry X for target player, where X is the number of cards revealed this way.",,,,"Hand Reveal, Scry",,1,,,1,0,1,0,0,0,0,0,0,0,0,1,0
FALSE,Spirit-Pact Pegasus,Enchantment Creature,Pegasus,{4}{w/u}{u/b},"Spirit-Pact Pegasus costs {1} less to cast for each card you reveal from your hand (not including it) as you cast it.
Flying, Lifelink, Ward {1}
Bestow {6}{w/u}{u/b}
Enchanted creature gets +4/+4, lifelink, and ward {1}.",4,4,,"Hand Reveal, Scry, Bestow",,6,,,1,1,1,1,0,0,0,1,1,1,0,0,0
FALSE,Up-Front Mercenary,Creature,Goblin Mercenary,{2}{r}{w/b},"When Up-Front Mercenary enters, reveal any number of unrevealed cards from your hand. Up-Front Mercenary deals that much damage to any target. Target opponent mills cards equal to the number of cards in your hand not revealed this way.",4,3,,"Hand Reveal, Burn, Mill, ETB",,4,,,1,1,0,1,1,0,0,1,0,1,0,0,0
FALSE,Too Much Information,Enchantment,,{3}{r/g},"Whenever an opponent reveals one or more unrevealed cards or discards one or more cards, Too Much Information deals half that damage rounded up to them.",,,,Burn,Hand Reveal,4,,,1,0,0,0,1,1,0,1,1,0,0,0,0
FALSE,Lemme See!,Sorcery,,{b/r},"Target opponent reveals two cards from their hand. They discard one of your choice. (If they only have one, they only reveal one).",,,,"Hand Reveal, Discard",,1,,,1,0,0,1,1,0,0,1,0,0,0,1,0
FALSE,Nosey Officer,Creature,Wolf Detective,{3}{b},"Whenever Nosey Officer attacks, you may pay {1}{b}. If you do, target player dicards a card.",4,4,,Discard,,4,,,1,0,0,1,0,0,0,0,0,1,0,0,0
FALSE,Worldtree Adherent,Creature,Reptile Cleric,{2}{g}{g},"Landfall - if your devotion to green is at least 3, put a +1/+1 counter on target creature. Then if it's at least 6, you may attach an aura or creature with bestow from your hand to a creature you control.",1,4,,"Landfall, Counters, Bestow, Auras",Devotion,4,,,1,0,0,0,0,1,0,0,0,1,0,0,0
FALSE,Inviting Shroomling,Creature,Dwarf Spore,{1}{g}{g},"Whenever a creature you control ducks, add {g}.",2,2,,Ramp,Duck,3,,,1,0,0,0,0,1,0,0,0,1,0,0,0
FALSE,Modest Lumberbeast,Creature,Plant Giant,{2}{g}{g},"Duck - Modest Lumberbeast deals 1 damage to all creatures.
Trample
Whenever Modest Lumberbeast attacks, target creature you control gets +X/+X, where X is you devotion to green.
Whenever a creature ducks behind Modest Lumberbeast, put a +1/+1 counter on Modest Lumberbeast.",4,4,,"Pump, Duck, Counters","Devotion, Duck",4,"""Don't spook a Lumberbeast. Neither you nor anything in a five-mile radius don't want it bein' scared of you.""",,1,0,0,0,0,1,0,0,0,1,0,0,0
FALSE,Owhale,Creature,Bird Whale,{5}{w/u}{u/g},"Flying
Whenever an ability of a creature you control targets Owhale, that creature gains flying until end of turn. 
Other creatures you control with flying get +1/+1. 
{t}: Scry X, where X is your devotion to blue and white.",7,7,,"Scry, Flying, tap","Flying, devotion",7,,,1,1,1,0,0,1,0,1,0,1,0,0,0
FALSE,Exploitative Liz,Creature,Dwarf Reptile,{1}{u}{u},"Duck - deal the next 2 damage that would be dealt to this creature to a creature it's ducking behind. Excess damage is dealt to this creature.
Whenever Exploitative Liz enters or ducks, you may draw a card, then discard a card.",3,2,,"Duck, Card Acceleration, ETB",,3,,,1,0,1,0,0,0,0,0,0,1,0,0,0
FALSE,Open Wide,Instant ,,,Reptiles you control get +1/+1 and first strike until end of turn. Target creature you control fights target creature you don't control.,,,,"Fight, pump",,0,,,1,0,0,0,0,0,1,0,0,0,0,1,0
FALSE,Reattempt,Sorcery,,{1}{u},"Reveal one or more unrevealed cards from your hand, then reveal that number of cards from your library (put them back in the same order). You may cast target card in your graveyard with mana cost less than or equal to the total mana cost of the revealed cards from your library. If it's a permanent, it enters with a finality counter on it. Otherwise, exile it if it would enter the graveyard.",,,,Deck reveal,,2,,,1,0,1,0,0,0,0,0,0,0,0,1,0
FALSE,"Renee, Regretful Traveller",Creature,Human,{b}{b}{b},"Deathtouch
Landfall - target creature or enchantment gains flashback until end of turn (the flashback cost is equal to its mana cost).",1,4,,"Flashback, landfall",Graveyard,3,"""Everywhere I go, I think to myself, 'Maybe here, I'll reinvent myself.' But at this point, it's the opportunities themselves that remind me of my failures.""",,1,0,0,1,0,0,0,0,0,1,0,0,0
FALSE,Repress Memory,Sorcery,,{2}{u/b},"Until end of turn, if a card would be put into a graveyard, exile it instead.
Choose 1: 
-Target player discards a card.
-Target player mills 4 cards.",,,,"Graveyard, discard, mill",Graveyard,3,,,1,0,1,1,0,0,0,1,0,0,0,1,0
FALSE,Brutal Honesty,Enchantment,,{3}{w/u}{w/u}{w/u},"Ward {2}
All cards target player controls have Transparent.",,,,Transparent,,6,,,1,1,1,0,0,0,0,1,0,0,0,0,0
FALSE,Honest Brutality,Instant,,{1}{b/r},"Transparent 
Destroy target creature unless its controller pays {4}.",,,,"Transparent, Removal",,2,,,1,0,0,1,1,0,0,1,0,0,0,1,0
FALSE,Direct Bolt,Instant ,,{r},"Transparent 
Direct Bolt deals 3 damage to any target unless that target or its controller pays {4}.",,,,"Transparent, Burn",,1,,,1,0,0,0,1,0,0,0,0,0,0,1,0
FALSE,Polygraphit,Artifact Creature,Equipment Rabbit,{u/r},"Reconfigure {1} 
Reconfigure to any target creature {2} 
Equipped creature gets +1/+1. The first time equipped creature's controller draws a card each turn, they reveal it.",1,1,,Transparent,,1,,,1,0,1,0,1,0,0,1,0,1,1,0,0
FALSE,Unburdened Mind,Enchantment,,{2}{w/u}{w/u},"Cards you control have Transparent. The first time you reveal a card each turn, draw a card.",,,,Transparent ,Transparent,4,"""No more secrets,"" he decided.",,1,1,1,0,0,0,0,1,1,0,0,0,0
FALSE,"Okal, Overgrown Gardener",Legendary Creature,Rabbit Cleric,{1}{g}{g}{g},"When Okal enters, search your library for up to two lands. Put up to one in your hand and up to one on the battlefield tapped.
Okal's power and toughness are each equal to the number of lands you control. 
Landfall - proliferate.",*,*,,"Ramp, landfall, proliferate , ETB","Ramp, counters",4,,,1,0,0,0,0,1,0,0,0,1,0,0,0
FALSE,Enveloping Hills,Instant,,{u}{u/g},"Counter target spell. 
Landfall - if you played a land this turn, this spell can't be countered.",,,,Landfall,,2,,,1,0,1,0,0,1,0,1,0,0,0,1,0
FALSE,Grave-Gardener,Creature,Reptile,{3}{b}{g},"Whenever one or more +1/+1 counters would be put on a creature you control, you may exile 3 cards from your graveyard and put that many counters plus one instead.",4,4,,Counters,"Graveyard, counters",5,,,1,0,0,1,0,1,0,1,0,1,0,0,0
FALSE,Underworld Voyager,Creature,Human Explorer,{p/b}{b},"Exile Underworld Voyager from your graveyard, sacrifice a creature: draw a card.",2,1,,Card acceleration,Graveyard,2,"""How will I get out?!"" ""I'll die and come in after you."" ""And how will you get out??!"" ""Someone will come in after-""",,1,0,0,1,0,0,0,0,0,1,0,0,0
FALSE,Ever-Raging Terrance,Creature,Reptile Citizen,{1}{b/r},"When Ever-Raging Terrance enters or dies, creatures you control get first strike and menace until the beginning of your next endstep.",1,3,,Dying,,2,,,1,0,0,1,1,0,0,1,0,1,0,0,0
FALSE,Soul Fracking,Enchantment,,{1}{u/b},"When Soul Fracking enters or is destroyed, target player mills 3 cards. 
{4}, sacrifice Soul Fracking: add {1} for each artifact and enchantment in target player's graveyard.",,,,"Mill, ramp, ETB",Graveyard,2,"""We've struck… souls??""",,1,0,1,1,0,0,0,1,1,0,0,0,0
FALSE,Ancient Nestite,Creature,Plant Wolf,{2}{w/g},"Defender
Landfall - create a tapped, blue and white 1/1 Bird token with flying onto the battlefield under your control. ",2,4,,"Landfall, tokens, defender",,3,"It's hard to say what it has to gain from giving these chicks a home or who put them in it, but one thing's for sure: this creature is the oldest home on the planet.",,1,1,0,0,0,1,0,1,0,1,0,0,0
FALSE,"Resis, Garden Assistant",Creature,Rabbit Citizen,{1}{w/g},"At the beginning of your endstep, if a creature entered the battlefield under your control this turn, you gain 2 life.",2,2,,Lifegain,"Mass army, ETB",2,,,1,1,0,0,0,1,0,1,0,1,0,0,0
FALSE,Spirit Circle,Enchantment,,{2}{w/b},"Whenever Spirit Circle or another enchantment enters the battlefield under your control, you gain 1 life. 
Whenever Spirit Circle or another enchantment you control leaves the battlefield, each opponent loses 1 life.",,,,"Lifegain, burn, ETB, LTB","Enchantments, Flicker, ETB, LTB",3,,,1,1,0,1,0,0,0,1,1,0,0,0,0
FALSE,Truth Crystal,Artifact,,{2}{u}{b},"When Truth Crystal enters, target opponent reveals target card in their hand and shows you the top card of their library. 
The first time an opponent reveals a card to you from their hand or library (including any mill or exile effects) on each of their turns, you gain 1 life and they lose 1 life. ",,,,"Hand reveal, deck reveal, ETB","Hand reveal, deck reveal",4,Truth hurts.,,1,0,1,1,0,0,0,1,0,0,1,0,0
FALSE,Smartyr,Creature,Satyr Zombie Politician,{b}{r/g},"Whenever you sacrifice a creature, if your devotion to one of its colors (or colorless if it's colorless) is greater than or equal to its mana cost, you may have target opponent lose life equal to half its mana cost rounded down.",1,2,,Burn,"Devotion, Sacrifice",2,"""Trust me, they'll LOVE you once you're dead!""",,1,0,0,1,1,1,0,1,0,1,0,0,0
FALSE,Flaminghost,Creature,Bird Spirit,{2}{b},"Whenever you sacrifice a creature, if Flaminghost is untapped, you may tap it or pay 2 life. If you do, target opponent discards a card.
Cycling {1}{b}",2,2,,"Discard, life loss, Cycling",Sacrifice,3,,,1,0,0,1,0,0,0,0,0,1,0,0,0
FALSE,Goblidant,Creature,Goblin,{2}{b/r},Sacrifice a creature you control with power greater than Goblidant: Goblidant deals 1 damage to any target. Put a +1/+1 counter on it.,2,1,,"Burn, sacrifice",,3,,,1,0,0,1,1,0,0,1,0,1,0,0,0
FALSE,Reharvest Engine,Artifact ,Vehicle,{3}{b/g},"At the beginning of your endstep, if this artifact is a creature and a permanent entered your graveyard, you may search your graveyard for a land and put it into your hand.
Crew 1",3,5,,Ramp,"Graveyard, mill",4,,,1,0,0,1,0,1,0,1,0,0,1,0,0
FALSE,Swelling Field,Land,,,"Flash
You may play Swelling Field on an opponent's turn even if you played a land on your last turn.
{t}: Add {c}.",,,c,Ramp,,0,,,1,0,0,0,0,0,1,0,0,0,0,0,1
FALSE,Group Rebuttal,Instant,,{2}{u},"Counter target creature spell.
Horde 4 - Counter target spell instead. You may put a +1/+1 counter on target creature.",,,,"Horde, counters, counter_spell",,3,,,1,0,1,0,0,0,0,0,0,0,0,1,0
FALSE,Alter Altar,Legendary Land,,,"Whenever a creature you control with power or toughness greater than the number of charge counters on Alter Altar, put a charge counter on Alter Altar. 
{t}, remove 2 charge counters from Alter Altar: place a +1/+1 counter on target creature you control.
Sacrifice Alter Altar: put a +1/+1 counter on each creature you control. Activate only if Alter Altar has 5 or more charge counters on it.",,,c,"Counters, pump","Mass army, counters",0,,,1,0,0,0,0,0,1,0,0,0,0,0,1
FALSE,It That Arrives,Legendary Creature,Elemental Spirit,{7}{p/w}{p/b},"Transparent, Annihilator 1
When It That Arrives enters, you may have target opponent sacrifice target creature they control. 
Exile a card from your graveyard: Scry 1 for target player.
Transparent creatures you control get +1/+1 and have trample.",6,6,,"Transparent, Annihilator, Scry, removal, ETB","Graveyard, transparent",9,,,1,1,0,1,0,0,0,1,0,1,0,0,0
FALSE,Inevitable Visit,Sorcery,,{X}{b}{b},"Suspend target creature with 8 minus X time counters on it. If X is greater than 8, put none. Then place X +1/+1 counters on it. ",,,,"Counters, pump",,2,,,1,0,0,1,0,0,0,0,0,0,0,1,0
FALSE,Curtesy Battle,Instant,,,"You may reveal an unrevealed card from your hand or tap a permanent you control. Then an opponent may do the same with cards and permanents they control. If they do not, draw a card. If do they do, repeat this process. If you could not, they draw a card and you don't repeat this process.",,,,"Card acceleration, hand reveal, deck reveal, tap","Hand reveal, deck reveal, tap",0,,,1,0,0,0,0,0,1,0,0,0,0,1,0
FALSE,Lumbouldeer,Creature,Deer Boulder,{3}{2/g},"Reach
Tap target Boulder you control: Lumbouldeer gets +2/+0 until end of turn.",1,5,,"Counters, pump, boulders",Boulders,4,,,1,0,0,0,0,1,0,0,0,1,0,0,0
FALSE,Glittering Starchild,Enchantment Creature,Astral Spirit,{3}{w/b}{w/r},"Backup
Flying, Double Strike, Trample
When Glittering Starchild dies, add {w}.",3,0,,"Dying, backup",,5,,,1,1,0,1,1,0,0,1,1,1,0,0,0
FALSE,Quick Pursuit,Instant,,{b/r},Destroy target creature that is targeted by a spell or ability that causes it to leave the battlefield.,,,,Removal,Bounce,1,,,1,0,0,1,1,0,0,1,0,0,0,1,0
FALSE,Gargantuan Nail Trap,Artifact,,{3},"Disguise {0}
When this artifact is turned face up, destroy target creature with trample or total power and toughness above 8.
{2}, sacrifice Gargantuan Nail Trap: Draw a card.",,,,"Removal, Disguise",Big creatures,3,,,1,0,0,0,0,0,1,0,0,0,1,0,0
FALSE,Crumblemites,Enchantment,Aura,{3}{g},"Enchant artifact
Enchanted artifact is a 3/3 Boulder artifact creature in addition to its other types and has, ""{t}: make a colorless 0/3 Boulder artifact creature token with defender.""
",,,,Boulders,Artifacts,4,,,1,0,0,0,0,1,0,0,1,0,0,0,0
FALSE,Whitehair Hare,Creature,Rabbit,{1}{w}{w},"Duck - populate
When Whitehair Hare enters, put a white 2/2 Rabbit creature token.",1,3,,"Tokens, duck, ETB",,3,,,1,1,0,0,0,0,0,0,0,1,0,0,0
FALSE,Role Model Citizens,Creature,Frog Rabbit Citizen,{2}{w}{g},"{t}, tap target creature you control: if the tapped creature has greater toughness than Role Model Citizens, make a tapped token that's a copy of that creature and place a +1/+1 counter on Role Model Citizens.",3,2,,"Tokens, mass army, counters",,4,,,1,1,0,0,0,1,0,1,0,1,0,0,0
FALSE,Looking Up To Bro,Sorcery,,{w},Make a copy of target token you control. ,,,,Tokens,Tokens,1,,,1,1,0,0,0,0,0,0,0,0,0,1,0
FALSE,Overexertion Propogandist (hype frog?),Creature,Frog Citizen,{2}{u}{r/g},"Creatures you control have, ""{t}: target creature you control gets +1/+0 until end of turn.""",4,5,,Tap,Mass army,4,"""It's all part of the brocess.""",,1,0,1,0,1,1,0,1,0,1,0,0,0
FALSE,Legless Titan,Legendary Creature,Giant Beast,{5}{g}{g}{g}{g}{g},"Affinity for Transparent permanents
Transparent, Trample
Protection from creatures with power 3 or less and spells and abilities that would deal 3 or less damage
Transparent creatures you control get +2/+2.",8,8,,"Transparent, pump","Small creatures, ramp, mass army, transparent",10,It does have legs. You just won't see them behind the clouds.,,1,0,0,0,0,1,0,0,0,1,0,0,0
FALSE,Cheer Cedar,Creature,Plant Dryad,{2}{g},"Defender
Whenever a creature ducks behind Cheer Cedar, target creature you control gets +3/+0.",1,4,,Defender,Duck,3,,,1,0,0,0,0,1,0,0,0,1,0,0,0
FALSE,Cheer Feeder,Creature,Reptile Demon,{1}{b/r},"Whenever an opponent sacrifices a creature, they lose 1 life and you gain 1 life.",1,2,,,Sacrifice,2,,,1,0,0,1,1,0,0,1,0,1,0,0,0
FALSE,Rhino Dan,Creature,Rhino Citizen,{3}{g},"Whenever a creature ducks behind Rhino Dan, he gets +1/+0 until end of turn and you may have him fight target creature you don't control.",3,4,,Fight,Duck,4,,,1,0,0,0,0,1,0,0,0,1,0,0,0
FALSE,Athletic Sammy,Creature,Frog Citizen,{3}{g}{g},"At the beginning of combat, if a creature you control has power higher than its base power or toughness higher than its base toughness, creatures you control get +1/+0 until end of turn.
{1}{g}, {t}: Put a +1/+1 counter on target creature you control.",5,5,,"Counters, tap, pump","Pump, modified",5,,,1,0,0,0,0,1,0,0,0,1,0,0,0
FALSE,Pre-chewer ,Creature,Bird Cleric,{1}{g},Sacrifice a Food: put a +1/+1 counter on target creature you control. It gains hexproof until end of turn.,2,2,,"Counters, protection",Food,2,,,1,0,0,0,0,1,0,0,0,1,0,0,0
FALSE,Rearming Station,Artifact,,{4},"Rearming Station enters with 2 charge counters on it.
Creatures you control may duck behind Rearming Station as though it has toughness 4.
Whenever a creature you control ducks behind Rearming Station, you may remove a charge counter from it. If you do, put a +1/+1 counter on that creature.
{t}: Put a charge counter on Rearming station.",,,,Counters,Duck,4,,,1,0,0,0,0,0,1,0,0,0,1,0,0
FALSE,Armored Steam-Engine,Artifact,Vehicle,{5},"Whenever a creature you control ducks behind Armored Steam-Engine, it gets +1/+0 until end of turn. You may sacrifice that creature and give Armored Steam-Engine +3/+0 and trample until end of turn.
Crew 1",4,4,,Crew,Duck,5,,,1,0,0,0,0,0,1,0,0,0,1,0,0
FALSE,Hazardous Ballista,Artifact,,{2},"Creatures you control may duck behind Hazardous Ballista as though it has toughness 4.
Whenever a creature you control ducks behind Hazardous Ballista, Hazardous Ballista deals 1 damage to any target.",,,,Crew,Duck,2,,,1,0,0,0,0,0,1,0,0,0,1,0,0
FALSE,Good Parenting,Instant,,{5}{w/u}{u/g},"Good Parenting costs {1} less to cast for each card in your hand you've revealed or Transparent permanent you control.
Choose 1 - 
- Distribute 4 +1/+1 counters on creatures you control.
- Draw 3 cards.",,,,,"Transparent, hand reveal",7,"""How can you help him if you aren't behind honest with him?""",,1,1,1,0,0,1,0,1,0,0,0,1,0
FALSE,Open Conversation,Sorcery,,{5}{w/b}{w/b},"Open Conversation costs {1} less to cast for each card in your hand you've revealed or Transparent permanent you control.
Each opponent discards their entire hand.",,,,Discard,"Transparent, hand reveal",7,"""Spill it. Spill it all, and then maybe we have a chance at this.""",,1,1,0,1,0,0,0,1,0,0,0,1,0
FALSE,Bicycle,Artifact,Vehicle,{3},"Crew 2
Bi-cycle - Discard Bicycle: draw 2 cards, then put 1 card from your hand on the bottom of your library.",3,1,,"Crew, card acceleration",,3,,,1,0,0,0,0,0,1,0,0,0,1,0,0
FALSE,Evident Scarring,Instant,,{1}{r}{r},Evident Scarring deals damage to any target equal to the number of Transparent cards in your graveyard.,,,,Burn,Transparent,3,,,1,0,0,0,1,0,0,0,0,0,0,1,0
FALSE,Wounded Tree,Land Creature,Plant,{4}{b/g}{b/g},"Defender
Whenever a creature ducks behind Wounded Tree, that creature gains hexproof until end of turn and you gain 1 life.
{t}: Add {g} for each Transparent card in your graveyard.",6,6,,"Defender, ramp, life gain, protection","Transparent, Duck",6,It is in a tree's nature to proudly bear its scars.,,1,0,0,1,0,1,0,1,0,1,0,0,1
FALSE,Field Beast,Creature,Plant Beast,{6}{g}{g},"Trample, Indestructible
{1}{g}, Discard Field Beast from your hand: search your library for up to one basic land and put it into your hand. Target creature you control gets trample until end of turn.",8,8,,"Ramp, searching, pump",,8,Some creatures walk the fields. Others are the fields.,,1,0,0,0,0,1,0,0,0,1,0,0,0
FALSE,Verified Source,Instant,,{1}{b},"Transparent
Scry 1, then draw a card.",,,,,,2,,,1,0,0,1,0,0,0,0,0,0,0,1,0
FALSE,Truth-Seeker Elf,Creature,Elf Druid,{1}{g},"First strike
Reveal an unrevealed card from your hand: add {g}.",2,2,,Ramp,Hand reveal,2,,,1,0,0,0,0,1,0,0,0,1,0,0,0
FALSE,Corpse-Littered Battlefront,Land,,,"Corpse-Littered Battlefront enters tapped.
Creatures you control can duck behind creatures in your graveyard as though they are on the battlefield.
{t}: Add {c}.",,,c,,Duck,0,,,1,0,0,0,0,0,1,0,0,0,0,0,1
FALSE,Spellwhip,Instant,,{b},"Transparent
Put target spell on top of its owner's library.
Flashback {b}",,,,"Bounce, counter_spell",,1,,,1,0,0,1,0,0,0,0,0,0,0,1,0
FALSE,Pepper-Farmin' Jeck,Creature,Reptile Citizen,{r},{2}{r}: Pepper-Farmin' Jeck gets +3/+0 until end of turn.,1,2,,,,1,"""What's the point in growin' 'em if you ain't gonna eat 'em?!""",,1,0,0,0,1,0,0,0,0,1,0,0,0
FALSE,Townie Cooperation,Instant,,{3}{w/r}{w/g},"Convoke
Citizen creatures you control get +2/+2 and vigilance until end of turn.",,,,"Pump, Convoke, tap",Citizens,5,,,1,1,0,0,1,1,0,1,0,0,0,1,0
FALSE,Get It Over With,Enchantment,,{2}{u}{u},"Get It Over With enters with four time counters on it. 
At the beginning of your upkeep, remove a time counter from Get It Over With. Then if it doesn't have any, sacrifice it.
{4}: sacrifice Get It Over With. Any player may activate this ability.
When Get It Over With is sacrificed, its owner scries X, then draws X cards, where X is the five minus the number of charge counters on it.",,,,"Counters, card acceleration, scry",Counters,4,,,1,0,1,0,0,0,0,0,1,0,0,0,0
FALSE,Fiery Bite,Instant,,{r},Target creature gets +2/+0 and first strike until end of turn.,,,,,,1,"""WRONG PEPPER. WRONG PEPPERRR!!!""",,1,0,0,0,1,0,0,0,0,0,0,1,0
FALSE,Feather Pollen,Sorcery,,{w},Target creature you control gains lifelink and deathtouch until end of turn.,,,,,,1,"""It was ash. The ash of a life that barely breathed before it became ash of death.""",,1,1,0,0,0,0,0,0,0,0,0,1,0
FALSE,Shudders From Below,Sorcery,,{g},"Shudders From Below deals 2 damage to each creature without flying.
Each player surveils 1.",,,,"Removal, searching",Flying,1,The stomps of the titan shook the island through the Skytree through kilometers of trunk.,,1,0,0,0,0,1,0,0,0,0,0,1,0
FALSE,Newborn Nid,Creature,Bird Spider,{1}{w/b},"Flying
When Newborn Nid enters, you gain 1 life.",2,1,,"Flying, lifegain",,2,,,1,1,0,1,0,0,0,1,0,1,0,0,0
FALSE,"Icarus, Moment-Chaser",Creature,Bird Spider,{1}{w}{w},"Flying, Lifelink 
Play with the top card of your library revealed. 
You may play cards from the top of your library. Whenever you do, you may pay {1}. If you do, target creature you control gets +1/+1 and gains flying until end of turn.",1,3,,"Flying, lifegain, card acceleration, pump ",,3,"""The pursuit of happiness is a false premise. All you can do is be open to finding it. Still, I find myself chasing something…""",,1,1,0,0,0,0,0,0,0,1,0,0,0
FALSE,The Moment,Enchantment Creature,Elemental Construct,{w/u}{w/u}{u/b}{u/b},"Indestructible 
As long as the number of cards in your hand is 2 or 4, The Moment is a creature and loses indestructible.
Spells you control cost {1} less to cast.
Whenever you cast your second spell each turn, draw a card.",5,2,,Card acceleration,,4,"""I killed them… all of the moments I had. And now they're haunting me.""",,1,1,1,1,0,0,0,1,1,1,0,0,0
FALSE,Conspicuous Pyromaniac,Creature,Reptile Wizard,{r},"{t}, reveal an unrevealed card from your hand: Conspicuous Pyromaniac deals 1 damage to target opponent.
{t}, discard a revealed card: Conspicuous Pyromaniac deals 2 damage to any target.",1,1,,"Burn, Discard, tap, hand reveal",Hand reveal,1,,,1,0,0,0,1,0,0,0,0,1,0,0,0
FALSE,Crippling Thoughts,Instant,,{b},"Target creature gets -2/-2 until end of turn. If it dies this turn, it controller loses 1 life.",,,,Life loss,,1,,,1,0,0,1,0,0,0,0,0,0,0,1,0
FALSE,Crazed Hopper,Creature,Frog,{r/g},Crazed Hopper must attack each combat if able.,2,2,,,,1,,,1,0,0,0,1,1,0,1,0,1,0,0,0
FALSE,Queen's Collector,Creature,Bird Spider,{3}{w/b}{w/b},"Flying, Deathtouch
Whenever Queen's Collector deals combat damage to a player, you may return a creature with mana value 2 or less from your graveyard to your hand.",4,4,,,"Graveyard, Combat damage",5,,,1,1,0,1,0,0,0,1,0,1,0,0,0
FALSE,Spirit of Great Ibex,Enchantment Creature,Goat Spirit,{2}{g}{g},"Bestow {3}{g}{g}
Trample
Horde 3 - Creatures you control get +1/+1 for each creature you control. 
Horde 3 - Whenever enchanted creature attacks, place a 1/1 green Goat Spirit creature token that's tapped and attacking.",5,4,,"Horde, pump, tokens, attacking",Mass army,4,,,1,0,0,0,0,1,0,0,1,1,0,0,0
