Not Fleshed Out,Name,Type,Subtype,Cost,Desc,Power,Toughness,Rarity,Custom Color,"""Does""","""Cares About""",CMC,Flavor Text,NOTES,Is Card,Is White,Is Blue,Is Black,Is Red,Is Green,Is Colorless,Is Gold,Is Enchantment,Is Creature,Is Artifact,Is Instant/Sorcery,Is Land,,Notes are Empty,,CMC (replace non-numeric tokens),CMC (numberic extraction),
FALSE,Stern Tracy,Creature,Rabbit Citizen,{w}{w},"Vigilance
{w}{w}, {t}: Creatures your opponents control can't duck until end of turn.",2,2,c,,Tap,Duck,2,"""Don't you hide from me!!""",,1,1,0,0,0,0,0,0,0,1,0,0,0,,TRUE,,$$,0,78
FALSE,Overcharged Spore Behemoth,Legendary Creature,Elemental Beast,{5}{g}{g},"Trample
Whenever Overcharged Spore Behemoth deals combat damage, populate that many times.",7,6,r,,Populate,Combat damage,7,,,1,0,0,0,0,1,0,0,0,1,0,0,0,,TRUE,,{5}$$,5,79
FALSE,Lethargic Drakus,Creature,Wyvern,{2}{r},"When Lethargic Drakus enters, tap it and create a Treasure.
Lethargic Drakus doesn't untap in your upkeep unless you pay {1}.",4,4,c,,"ETB, tokens",,3,,,1,0,0,0,1,0,0,0,0,1,0,0,0,,TRUE,,{2}$,2,80
FALSE,Fiesty Rollick,Instant,,{1}{r},"Kicker - Reveal an unrevealed card.
Target creature you control gets +2/+0 and haste until end of turn. 
If Fiesty Rollick was kicked, add {r}.",,,c,,"expose, pump, mana acceleration",,2,,,1,0,0,0,1,0,0,0,0,0,0,1,0,,TRUE,,{1}$,1,81
FALSE,Dancefloor Dragger,Creature,Alpaca Citizen,{r},"Haste, Duck - target creature Dancefloor Dragger is ducking behind gains haste and first strike until end of turn.",1,1,c,,"Duck, haste, first strike",,1,,,1,0,0,0,1,0,0,0,0,1,0,0,0,,TRUE,,$,0,82
FALSE,Deathmist Detonation,Sorcery,,{2}{r/b},"Pop-up {r/b}{r/b}
Discard each revealed card in your hand and draw the same number (call it X).
If an opponent lost life this turn, Deathmist Detonation does X damage to target creature they control.",,,u,,"Pop-up, discard, lifeloss, burn",expose,3,,,1,0,0,1,1,0,0,1,0,0,0,1,0,,TRUE,,{2}$,2,83
FALSE,Spirit Spear,Instant,,{1}{w/g},"Destroy target enchantment.
Horde 2 - target creature you control gains protection from a color of the targeted enchantment or colorless if it has no color.",,,c,,"Removal, Protection, Horde",Enchantments,2,,,1,1,0,0,0,1,0,1,0,0,0,1,0,,TRUE,,{1}$,1,84
FALSE,Incendiary Canary,Creature,Bird,{1}{r},"Flying
Backup
{r}, {t}, sacrifice this creature: it deals damage equal to its converted mana cost to target creature.",1,1,u,,"Backup, Burn, Flying",,2,,,1,0,0,0,1,0,0,0,0,1,0,0,0,,TRUE,,{1}$,1,85
FALSE,Terra-Reformist,Creature,Human,{r}{g},"Whenever Terra-Reformist attacks, you may pay {r}{g}. If you do, search your library for a land and put it onto the battlefield tapped.",2,3,c,,"Ramp, Attacking, Searching",,2,"""Get off our land! We won't rest!
""We'll raise our hand! We'll grow a forest!""",,1,0,0,0,1,1,0,1,0,1,0,0,0,,TRUE,,$$,0,86
FALSE,Juju Farmer,Creature,Beast,{1}{g},"Vigilance
{t}: Add one mana of a color of a permanent you control.",2,1,c,,"Mana acceleration, Tap",,2,,,1,0,0,0,0,1,0,0,0,1,0,0,0,,TRUE,,{1}$,1,87
FALSE,Floral Fling,Instant ,,{r}{g},"As an additional cost to cast this spell, sacrifice a creature. 
Floral Fling deals damage equal to its power to any target. If its power was 3 or less, proliferate. ",,,u,,"Burn, Proliferate","Counters, dying",2,,,1,0,0,0,1,1,0,1,0,0,0,1,0,,TRUE,,$$,0,88
FALSE,Gravefling,Instant,,{b}{g},Exile any number of creatures from any one graveyard. Gravefling does that much damage to any target.,,,u,,Burn,Graveyard,2,,,1,0,0,1,0,1,0,1,0,0,0,1,0,,TRUE,,$$,0,89
FALSE,Tumorfling,Instant,,{u}{g},"As an additional cost to cast this spell, sacrifice a creature.
Tumorfling does damage equal to the number of counters on it to any target.",,,u,,Burn,Counters,2,,,1,0,1,0,0,1,0,1,0,0,0,1,0,,TRUE,,$$,0,90
FALSE,Tensionfling,Instant,,{u}{r},"Tensionfling deals 1 damage to any target.
You may counter any number of spells you control on the stack. Tension fling deals 2 more damage to the target you chose for each spell countered this way.",,,u,,Burn,Instants and sorceries,2,,,1,0,1,0,1,0,0,1,0,0,0,1,0,,TRUE,,$$,0,91
FALSE,Conjuring the Masses,Enchantment,,{1}{w}{b},"Whenever a creature dies, you may pay 1 life and put a 1/1 white and black spirit token on the battlefield under your control.
Grave Horde 5 - If there are 5 or more creatures in your graveyard, enchantments you cast cost {1} less to cast.",,,u,,"Lifeloss, tokens","Graveyard, opponent dying, dying, enchantments",3,,,1,1,0,1,0,0,0,1,1,0,0,0,0,,TRUE,,{1}$$,1,92
FALSE,Collective Wail,Sorcery,,{w}{b},"Grave Horde - Target opponent loses X life and you gain X life, where X is the number of creatures in your graveyard. Then exile 2 cards from your graveyard.",,,r,,"Opponent lifeloss, lifegain",Graveyard,2,,,1,1,0,1,0,0,0,1,0,0,0,1,0,,TRUE,,$$,0,93
FALSE,Lifeforce Extraction,Sorcery,,{1}{b}{g},"You may reveal this spell as you put it into your hand.
Grave Horde - Target creature gets -X/-X until end of turn and another target creature gets +X/+X until end of turn, where X is the number of creatures in your graveyard. 
Then exile 2 cards from your graveyard unless you revealed this spell.",,,u,,"Expose, removal, pump",Graveyard,3,,,1,0,0,1,0,1,0,1,0,0,0,1,0,,TRUE,,{1}$$,1,94
FALSE,The Obsidian,Artifact,,{5},"Spells and abilities your opponents control can't cause you to reveal cards in your hand or library.
{t}, Put a revealed card from your hand on the bottom of your library: Draw a card.
{t}: Add {c}.",,,r,,Draw,Expose,5,,,1,0,0,0,0,0,1,0,0,0,1,0,0,,TRUE,,{5},5,95
FALSE,Terraformer Monk,Creature,Alpaca Monk,{2}{g/w},"Creatures lose trample until end of turn whenever they are blocked by Terraformer Monk.
Landfall - Put a +1/+1 counter on Terraforming Monk.",2,2,c,,"Landfall, counters",Trample,3,,,1,1,0,0,0,1,0,1,0,1,0,0,0,,TRUE,,{2}$,2,96
FALSE,"Granel, Lie-Torcher",Legendary Creature,Rabbit Angel,{1}{r}{r}{w}{w},"Flying, First Strike
The first time an opponent draws a card on each of their turns, they may reveal it and put a +1/+1 counter on Granel. If they don't, Granel deals 2 damage to them.",4,4,m,,"Flying, burn, counters",Reveal,5,,,1,1,0,0,1,0,0,1,0,1,0,0,0,,TRUE,,{1}$$$$,1,97
FALSE,Slide In,Instant,,{2}{r/g}{r/g},"Choose target creature you control. Put a creature from your hand with toughness the chosen creature's onto the battlefield ducking behind the chosen creature and tapped. If the creature you put into play had a duck ability, it activates.",,,u,,Duck,Duck,4,,Should this only be allowed for duck creatures? You're cheating a creature onto the field. Maybe it comes back to your hand at EoT?,1,0,0,0,1,1,0,1,0,0,0,1,0,,FALSE,,{2}$$,2,98
FALSE,Force Behind,Instant,,{u/g},Target creature with a duck ability can duck behind creatures regardless of their toughness until end of turn.,,,c,,,Duck,1,They could barely breathe back there. But that was still better than not at all.,,1,0,1,0,0,1,0,1,0,0,0,1,0,,TRUE,,$,0,99
FALSE,Survival Instinct,Instant,,{w/g},"Target creature gains, ""Duck - this creature gets indestructible and hexproof until end of turn."" until end of turn.
Draw a card.",,,c,,"Duck, protection, draw",,1,"""Use your head. Live to fight another day!""",,1,1,0,0,0,1,0,1,0,0,0,1,0,,TRUE,,$,0,100
FALSE,Pack Dog,Creature,Dog,{w/r},Pack Dog can't attack alone.,2,2,c,,,many creatures,1,Just look him in the eyes and see if you can tell him to go out there alone!,,1,1,0,0,1,0,0,1,0,1,0,0,0,,TRUE,,$,0,101
FALSE,Cunning Mink,Creature,Mink Soldier,{b}{b},"Duck - Destroy target creature blocking a creature Cunning Minx is ducking behind.
{b}: Cunning Mink gets +1/-1 until end of turn.",2,2,r,,"Removal, duck",,2,,,1,0,0,1,0,0,0,0,0,1,0,0,0,,TRUE,,$$,0,102
FALSE,Snapstrike Una,Creature,Shark Soldier,{2}{u},"Backup 2
First Strike",2,1,c,,Backup,,3,,,1,0,1,0,0,0,0,0,0,1,0,0,0,,TRUE,,{2}$,2,103
FALSE,Likeminded Tactician,Creature,Human Soldier,{1}{u},"Transparent
If Likeminded Tactician and exactly one other creature attack, they each get +1/+1 and gain flying until end of turn.",2,2,c,,"Transparent, flying",many creatures,2,"""Dude, like, how are we so on the same wavelength?""",,1,0,1,0,0,0,0,0,0,1,0,0,0,,TRUE,,{1}$,1,104
FALSE,Relentless Fortification,Sorcery,,{2},"You may pay {4} any number of times. Copy this spell that many times.
Create a colorless 0/3 Boulder artifact creature token with defender.",,,c,,"Tokens, Boulders",,2,,,1,0,0,0,0,0,1,0,0,0,0,1,0,,TRUE,,{2},2,105
FALSE,Stone-Tosser Golem,Creature,Construct,{3}{2/g},"Reach
When Stone-Tosser Golem enters, create a 0/3 colorless Boulder artifact creature token with defender.
Exert - You may sacrifice an artifact creature you control. If you do, Stone-Tosser Golem deals damage equal to the artifact's toughness to target permanent.",2,4,c,,"Tokens, burn, exert, sacrifice, Boulders, ETB, artifacts","Tokens, Artifacts, sacrifice",4,,,1,0,0,0,0,1,0,0,0,1,0,0,0,,TRUE,,{3}$,3,106
FALSE,Strength of the Age,Instant,,{2}{w}{w},"Convoke 
For each two creatures that convoked this spell, make a 1/1 white Soldier creature token with haste. 
Grave Horde - Creatures you control get +X/+X until end of turn, where X is the number of cards named Strength of the Age in all graveyards plus one. ",,,u,,"Convoke, pump, tokens","Mass army, graveyard",4,,,1,1,0,0,0,0,0,0,0,0,0,1,0,,TRUE,,{2}$$,2,107
FALSE,Illusory Forces,Enchantment,,{1}{w/b},Creatures you control with Horde or Grave Horde abilities require 1 less creature to activate them. (The Horde requirement can't be below 1.),,,r,,,Horde,2,,,1,1,0,1,0,0,0,1,1,0,0,0,0,,TRUE,,{1}$,1,108
FALSE,High-Ear Strike Captain,Creature,Rabbit Soldier,{1}{w},"Whenever a creature with mana cost 3 or less enters under your control, put a +1/+1 counter on it or High-Ear Strike Captain.
Horde 6 - Creatures you control have vigilance and first strike.",1,1,r,,"Counters, Horde, pump",Small creatures,2,,,1,1,0,0,0,0,0,0,0,1,0,0,0,,TRUE,,{1}$,1,109
FALSE,Brute-Boxer Janth,Legendary Creature,Beast Soldier,{2}{w}{w},"First Strike
Whenever a creature ducks behind Brute-Boxer Janth, he and it each gets +1/+1 until end of turn.
Reveal a card: target opponent reveals a card. Activate only once per turn.",2,3,u,,"expose, reveal, pump",Duck,4,"""You're safe with me. They have no secrets left.""",,1,1,0,0,0,0,0,0,0,1,0,0,0,,TRUE,,{2}$$,2,110
FALSE,Encouraging Bixy,Creature,Rabbit Citizen,{w/r},Duck - target attacking creature Bixy is ducking behind gets +2/+0 until end of turn.,1,1,c,,"Duck, pump",Attacking,1,,,1,1,0,0,1,0,0,1,0,1,0,0,0,,TRUE,,$,0,111
FALSE,Worldly Navi-Gator,Creature,Reptile Soldier,{1}{w},"Landfall - Whenever a land enters under your control, you may tap target creature or artifact.
Reveal Navigator Captain from your hand: search your library for a basic plains and put it into your hand. Then shuffle.",2,2,c,,"Landfall, tap, ramp, expose",,2,,,1,1,0,0,0,0,0,0,0,1,0,0,0,,TRUE,,{1}$,1,112
FALSE,Crumblestorm,Instant,,{4}{w}{w},"Convoke
Destroy all tapped nonland permanents.",,,u,,"Convoke, removal",Tap,6,,,1,1,0,0,0,0,0,0,0,0,0,1,0,,TRUE,,{4}$$,4,113
FALSE,Collective Cover,Instant,,{3}{w},"Convoke
Creatures you control with duck abilities gain indestructible until end of turn.
Horde 5 - If you control at 5 or more creatures, you gain 1 life for each creature you control.",,,u,,"Convoke, pump, horde, lifegain",Duck,4,,,1,1,0,0,0,0,0,0,0,0,0,1,0,,TRUE,,{3}$,3,114
FALSE,Curihoust,Enchantment Creature,Cat Spirit,{2}{w},"When Curihost enters, target opponent reveals a card.
Duck - Reveal the top card of your library. If it has mana value 3 or less, you may put it into your hand.",3,1,c,,"ETB, reveal, expose, duck",Small creatures,3,"If curiosity kills you, might as well keep going at that point.",,1,1,0,0,0,0,0,0,1,1,0,0,0,,TRUE,,{2}$,2,115
FALSE,Scardiest Cat,Enchantment Creature,Cat Spirit,{1}{w/b}{w/b},"Bestow {3}{w/b}{w/b}
When Scardiest Cat enters, flicker another target permanent you control.
Enchanted creature gets +2/+2 and has lifelink.
Lifelink",2,2,u,,"Bestow, ETB, flicker, lifegain",,3,"A cat so scary, she'll make you feel like you jumped out of your skin.",,1,1,0,1,0,0,0,1,1,1,0,0,0,,TRUE,,{1}$$,1,116
FALSE,The Second Wind,Enchantment Creature,Elemental,{2}{w/u}{w/u},"The Second Wind isn't a creature unless you control 3 other creatures.
Flying
Creatures you control get +1/+1.
Creatures you control with toughness 2 or less have vigilance.",4,4,r,,"Flying, pump","Mass army, small creatures",4,,,1,1,1,0,0,0,0,1,1,1,0,0,0,,TRUE,,{2}$$,2,117
FALSE,Cape Flip,,,{1}{u}{b},"You may shuffle any number of revealed cards from your hand back into your library as you cast Cape Flip. If you shuffled in at least one, Cape Flip costs {b} less to cast and you draw a card after its other effects.  
Counter target spell. ",,,u,,"Counter_spell, draw",Expose,3,Nothing cooler than disappearing behind a cape. ,,1,0,1,1,0,0,0,1,0,0,0,0,0,,TRUE,,{1}$$,1,118
FALSE,Soul Sear,Enchantment,,{2}{r},"{r}{r}, Sacrifice a nontoken creature: destroy target enchantment.
{r}{r}, Sacrifice Soul Sear: it deals 3 damage to target creature.",,,u,,"Sacrifice, removal, burn",Enchantments,3,Even souls can feed a hungry enough flame.,,1,0,0,0,1,0,0,0,1,0,0,0,0,,TRUE,,{2}$,2,119
TRUE,Greedy Trapper,Creature,Goblin Rogue,{2}{b}{r},"{b}{r}, {t}: Exile target creature until Greedy Trapper leaves the battlefield.
When Greedy Trapper dies, it deal damage to all permanents equal to the total mana cost of creatures exiled with it.",3,3,r,,Removal,,4,,,0,0,0,1,1,0,0,1,0,1,0,0,0,,TRUE,,{2}$$,2,120
FALSE,Sniveling Snake,Creature,Reptile Rogue,{1}{b},"Deathtouch, Duck - target permanent Sniveling Snake is ducking behind gains menace.",2,1,c,,"Duck, pump, deathtouch",,2,"Into the ears it whispers plots of deception, all the while shaking in fear of the plans it's wrought.",,1,0,0,1,0,0,0,0,0,1,0,0,0,,TRUE,,{1}$,1,121
TRUE,Privacy Cop,Creature,,{1}{w}{u},"Vigilance
Whenever a player searches, scries for, or reorders a deck or hand that isn’t theirs, put a +1/+1 counter on Privacy Cop.
{1}{u/w}, {t}: Look at top card of target player's library.",2,3,u,,"Scry, Counters","Searching, Scry",3,,,0,1,1,0,0,0,0,1,0,1,0,0,0,,TRUE,,{1}$$,1,122
TRUE,Send High,Enchantment,,{X}{w/u},"Flash
When Send High enters, put X time counters on it and exile target permanent you control with converted mana cost less than or equal to X.
At the beginning of your end step, remove a time counter from Send High. 
When Send High has no time counters on it, sacrifice it and return the exiled permanent to the battlefield under your control. Then it deals damage to any target equal to its mana cost.",,,r,,"Burn, Flicker, ETB",,1,,,0,1,1,0,0,0,0,1,1,0,0,0,0,,TRUE,,$,0,123
FALSE,Encouragement,Sorcery,,{1}{u/w},Flicker each creature you control with backup.,,,c,,Flicker,Backup,2,,,1,1,1,0,0,0,0,1,0,0,0,1,0,,TRUE,,{1}$,1,124
FALSE,Overrun,Enchantment ,,{1}{r/g},"Spells you control have trample. 
Horde 3 - If you control 3 more creatures, creatures you control have trample. ",,,u,,Horde,,2,,,1,0,0,0,1,1,0,1,1,0,0,0,0,,TRUE,,{1}$,1,125
FALSE,Active Duty Bonus,Sorcery,,{1}{w},"Tap up to two target permanents target opponent controls. Choose 1, where X is the number of tapped creatures they control:
- {r}: Make X treasures.
- {u}: Draw half X cards, rounded down.",,,u,,"Tap, Tokens",Tap,2,,,1,1,0,0,0,0,0,0,0,0,0,1,0,,TRUE,,{1}$,1,126
FALSE,High-Brow Gatekeeper,Creature,Rhino Soldier,{3}{w}{w},"Vigilance
Opponents may attack you with at most 3 creatures.
Whenever a creature ducks behind High-Brow Gatekeeper, High-Brow Gatekeeper gets +1/+1 until end of turn.",4,4,r,,Vigilance,"Mass army, duck",5,,,1,1,0,0,0,0,0,0,0,1,0,0,0,,TRUE,,{3}$$,3,127
TRUE,Cannibalistic Ritual,Instant ,,{g},"You may sacrifice a creature or two Foods rather than pay this spell's mana cost. 
Target creature gets +3/+3, gains trample and hexproof, and loses flying and first strike until end of turn.",,,c,,Pump,"Food, Flying, First Strike",1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,,TRUE,,$,0,128
TRUE,Hunger for Magic,Enchantment ,,{2}{b/g},Sacrifice an enchantment: make a Food token. ,,,u,,Food,Enchantments,3,,,0,0,0,1,0,1,0,1,1,0,0,0,0,,TRUE,,{2}$,2,129
FALSE,Tap-Dancing Heron,Creature,Bird,{1}{u},"Flying
Whenever a spell or ability you control would tap X creatures, you may give this creature +X/+X until end of turn instead.",3,1,r,,"Pump, Flying",Tap,2,,,1,0,1,0,0,0,0,0,0,1,0,0,0,,TRUE,,{1}$,1,130
FALSE,Reinforcement Whale,Creature,Whale,{u},"Backup 1
Flying
You may play Reinforcement Whale as though it has flash if you haven't drawn a card this turn.",0,1,c,,"Backup, flying",,1,,,1,0,1,0,0,0,0,0,0,1,0,0,0,,TRUE,,$,0,131
FALSE,Carrion Bird,Creature,Bird,{1}{r/b},"Flying
Grave Horde - Carrion Bird gets +X/+0, where X is the number of Birds in your graveyard.",2,1,c,,Flying,Graveyard,2,,,1,0,0,1,1,0,0,1,0,1,0,0,0,,TRUE,,{1}$,1,132
TRUE,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,TRUE,,,0,133
FALSE,Devoted Bombardier,Creature,Human Scout,{1}{r}{r},"When Devoted Bombardier enters the battlefield, it deals damage equal to your devotion to red equal to target creature. This damage cannot be prevented.",1,1,u,,"Burn, ETB",Devotion,3,,,1,0,0,0,1,0,0,0,0,1,0,0,0,,TRUE,,{1}$$,1,134
TRUE,Priest of the Corals,Creature,Human Cleric,{2}{u/g},"{u}, {t}: Scry 1. If your devotion to blue is at least 3, scry 3 instead.
{g}, {t}: Target creature you control gets +1/+1 until end of turn. If your devotion to green is at least 3, it also gains reach and trample.",1,3,c,,Scry,Devotion,3,,,0,0,1,0,0,1,0,1,0,1,0,0,0,,TRUE,,{2}$,2,135
TRUE,False Devotion,Sorcery,,{1}{p/b},"Until the end of your next end step, any time your devotion to anything is checked, it is considered 3 greater. (If something checks for devotion to two things, this bonus only applies to one of them.)",,,c,,Devotion,,2,,,0,0,0,1,0,0,0,0,0,0,0,1,0,,TRUE,,{1}$,1,136
TRUE,Tumor Priest,Creature,Human Cleric,{2}{b}{b},"Backup
As this creature dies, if your devotion to black is at least 4, put a +1/+1 counter on target creature you control.",2,2,c,,"Backup, Counters, Dying",Devotion,4,,,0,0,0,1,0,0,0,0,0,1,0,0,0,,TRUE,,{2}$$,2,137
TRUE,Cardboard Enthusiast,Creature,Human,{3},"When Cardboard Enthusiast enters the battlefield, create a colorless 1/1 construct creature token.",1,1,c,,"Tokens, Discard, ETB, LTB",Tokens,3,,,0,0,0,0,0,0,0,0,0,1,0,0,0,,TRUE,,{3},3,138
TRUE,Treacherous Tree Spirit,Enchantment Creature,Human Spirit,{2}{g},"Haste
When Treacherous Tree Spirit enters the battlefield, gain X life and put X charge counters on it, where X is your devotion to green.
When Treacherous Tree Spirit leaves the battlefield, if your devotion to green is less than the number of charge counters on it, you lose life equal to the difference.",5,3,u,,"Life gain, counters, ETB, LTB",Devotion,3,,,0,0,0,0,0,1,0,0,1,1,0,0,0,,TRUE,,{2}$,2,139
TRUE,Rolling Waves,Instant,,{1}{u},"Return up to X target creatures to their owners' hands, where X is your devotion to blue.
",,,r,,Bounce,Devotion,2,,,0,0,1,0,0,0,0,0,0,0,0,1,0,,TRUE,,{1}$,1,140
TRUE,Sea Horde,Creature,Spirit,{5}{u}{u},"Sea Horde costs X less to cast, where X is your devotion to blue.
Sea Horde's power and toughness are each equal to your devotion to blue.
Sea Horde has trample as long as your devotion to blue is at least 4.
",*,*,r,,,Devotion,7,,,0,0,1,0,0,0,0,0,0,1,0,0,0,,TRUE,,{5}$$,5,141
TRUE,Holy Sniper,Enchantment Artifact,Equipment,{1}{w/b}{w/b},"Equip {3}
Equipped creature has, ""{t}: deal X damage to target creature, where X is your devotion to white and black.""",,,r,,"Scry, Tap",Devotion,3,"Blessed be my aim, thy devotion is unholy",,0,1,0,1,0,0,0,1,1,0,1,0,0,,TRUE,,{1}$$,1,142
TRUE,Curse of Louis,Enchantment,,{3}{b/r},"Whenever a creature enters the battlefield, if it was cast, exile it from the battlefield and then return it to the battlefield under its owner's control.",,,c,,Flicker,ETB,4,Can you guys hear me? Op op its red *disconnect*,,0,0,0,1,1,0,0,1,1,0,0,0,0,,TRUE,,{3}$,3,143
TRUE,Speed Demon,Enchantment Creature,Demon Spirit,{1}{u}{r},"Haste
As long as your devotion to blue and red is less than 4, Speed Demon isn't a creature.
You may cast sorcery spells as though they have flash.",4,2,u,,,"Devotion, Instants/Sorceries",3,,,0,0,1,0,1,0,0,1,1,1,0,0,0,,TRUE,,{1}$$,1,144
TRUE,Courage Naiad,Enchantment Creature,Nymph,{1}{u}{g},"Flying
As long as your devotion to blue and green is less than 4, Courage Naiad isn't a creature.
You may reveal the first card you draw each turn. If you do, add {u} or {g}.",,,u,,,,3,,,,,1,0,0,1,0,1,1,1,0,0,0,,TRUE,,{1}$$,1,145
TRUE,Spiteful Faeling,Enchantment Creature,Fairy,{1}{b}{r},"As long as your devotion to black and red is less than 4, Spiteful Faeling isn't a creature.
Creatures you control have, ""Duck - this creature deals 1 damage to target permanent that dealt damage to you or a permanent you control this turn.""
",3,1,u,,,,3,,,,,0,1,1,0,0,1,1,1,0,0,0,,TRUE,,{1}$$,1,146
TRUE,Coalescing Spirit,Enchantment Creature,Rabbit Spirit,{2}{w}{g},"As long as your devotion to white and green is less than 4, Coalescing Spirit isn't a creature.
Instants and sorceries count towards your devotion until the end of the turn they're cast.",,,u,,,,4,,,,,0,0,0,1,0,0,1,1,0,0,0,,TRUE,,{2}$$,2,147
TRUE,Greedful Eidolon,Enchantment Creature,Reptile Spirit,{r}{g},"Haste, Reach
Greedful Eidolon must attack if able.
As long as your devotion to green and red is less than 5, Greedful Eidolon isn't a creature.",4,3,u,,,,2,,,,,0,0,1,1,0,1,1,1,0,0,0,,TRUE,,$$,0,148
FALSE,Oozing Oozer,Creature,Ooze,{2}{b/g},"Whenever Oozing Oozer deals combat damage to a player, make a tapped green Ooze token whose power and toughness are equal to the number of Oozes you control.
Landfall - Oozing Oozer gains deathtouch until end of turn.",1,1,c,,"Counters, Tokens, Landfall",Combat damage,3,OOZE OOZE OOZE OOZE,,1,0,0,1,0,1,0,1,0,1,0,0,0,,TRUE,,{2}$,2,149
TRUE,Abuse Momentum,Instant,,{w/r}{w/r},"Until end of turn, whenever target creature receives combat damage greater than its toughness, it deals that much damage to target creature, planeswalker, or battle.",,,u,,Burn,Combat damage,2,,,0,1,0,0,1,0,0,1,0,0,0,1,0,,TRUE,,$$,0,150
FALSE,Free Spirit,Enchantment Creature,Bird Spirit,{2}{u/w},"Bestow {3}{u/w}
Flying
Enchanted craeture has flying. Whenever it deals combat damage, you may return it to your hand.
Whenever Free Spirit deals combat damage, you may return it to your hand.",3,2,c,,"Bestow, flying, bounce",Combat damage,3,,,1,1,1,0,0,0,0,1,1,1,0,0,0,,TRUE,,{2}$,2,151
FALSE,Manglevine,Instant,,{b/g},"Spree - 
{1} - Target creature can't block until end of turn.
{b} - Put a -1/-1 counter on target creature. It's controller loses 1 life.
{g} - Destroy target enchantment.",,,c,,"Counters, removal, lifeloss, removal",Blocking,1,,,1,0,0,1,0,1,0,1,0,0,0,1,0,,TRUE,,$,0,152
FALSE,Invasive Sproutkin,Enchantment Creature,Plant,{1}{g},"Bestow land {g} - activate only if an opponent controls 3 or more lands.
Enchanted land is a 1/1 green Plant creature in addition to its other types. Whenever it's tapped for mana, add one more mana of any color it could produce.",2,2,c,,"Bestow, tokens, mana acceleration",,2,,,1,0,0,0,0,1,0,0,1,1,0,0,0,,TRUE,,{1}$,1,153
FALSE,Relentless Pursuit,Instant,,{1}{w}{u},"Return target creature or enchantment to its owner's hand. 
Exile target revealed card in their hand.",,,u,,"Bounce, exile",,3,,,1,1,1,0,0,0,0,1,0,0,0,1,0,,TRUE,,{1}$$,1,154
FALSE,Future in Flames,Instant,,{3}{r},"Exile the top 4 cards of your library. You may case them until the end of your next turn.
You may cast Future in Flames as it is being scried or revealed from your hand or library.If you do, it costs {1} less to cast.",,,r,,,,4,,,1,0,0,0,1,0,0,0,0,0,0,1,0,,TRUE,,{3}$,3,155
FALSE,Dust Slice,Instant,,{w}{w}{w},"Dust Slice can't be countered.
Exile target permanent or spell. ",,,m,,,,3,"It was the first truly straight line an object had ever made in the universe. With a single swing, it was over.",,1,1,0,0,0,0,0,0,0,0,0,1,0,,TRUE,,$$$,0,156
FALSE,Openest Mind,Instant,,{u}{u},"Scry 6.
If Openest Mind is countered, draw a card as it is being put into the graveyard.",,,u,,,,2,,,1,0,1,0,0,0,0,0,0,0,0,1,0,,TRUE,,$$,0,157
FALSE,Invasive Denial,Instant,,{1}{w/u},Target player exile up to 3 cards from their hand until end of turn.,,,u,,,,2,"""Don't even think about it.""",,1,1,1,0,0,0,0,1,0,0,0,1,0,,TRUE,,{1}$,1,158
FALSE,Halt,Instant,,{u},Counter target spell being cast as it's revealed from a hand or library. (Being cast normally isn't revealing the card. Effects that reveal a card enable some cards to be cast as they are revealed; you may counter these types of spells.),,,r,,,,1,,,1,0,1,0,0,0,0,0,0,0,0,1,0,,TRUE,,$,0,159
FALSE,Absorb Shock,Instant,,{u/g},"Until end of turn, target creature with trample deals any excess damage to itself rather than a permanent or player it's attacking.",,,u,,,,1,,,1,0,1,0,0,1,0,1,0,0,0,1,0,,TRUE,,$,0,160
FALSE,Out,Sorcery,,{w/b},"As an additional cost to cast Out, pay {1} or reveal a card.
Exile target creature at the beginning of the next end step. When you do, its controller makes a 1/1 colorless Outcast creature token with deathtouch.",,,r,,,,1,,,1,1,0,1,0,0,0,1,0,0,0,1,0,,TRUE,,$,0,161
FALSE,Manashower,Instant,,{1}{g/r},Each player adds {g} or {r} 3 times.,,,u,,,,2,,,1,0,0,0,1,1,0,1,0,0,0,1,0,,TRUE,,{1}$,1,162
FALSE,Devil-Grin Captain,Creature,Human Soldier,{2}{r}{r},"Exploit
When Devil-Grin Captain exploits a creature, discard a card and draw a card.
At the beginning of each opponent's end step, if they have cast only one spell, Devil-Grin Captain deals 1 damage to them.",2,4,r,,,,4,"""That wasn't a suggestion, Lieutenant.""",,1,0,0,0,1,0,0,0,0,1,0,0,0,,TRUE,,{2}$$,2,163
FALSE,Acceptance,Instant,,{1}{b},"Until end of turn, target creature gets +2/+0 and gains, ""When this creature dies, scry 1 and draw a card.""",,,u,,,,2,,,1,0,0,1,0,0,0,0,0,0,0,1,0,,TRUE,,{1}$,1,164
FALSE,Postmortem Author,Enchantment Creature,Human Spirit,{2}{b},"At the beginning of each opponent's endstep, if a creature they controlled died, you may have them reveal a card from their hand. Then if their entire hand is revealed, draw a card.",1,4,u,,,,3,Who better to write such a column than the dead?,,1,0,0,1,0,0,0,0,1,1,0,0,0,,TRUE,,{2}$,2,165
